SECTION LOCATION P1,LocationID,Location - City Name,Lube Name,State Abb,County ST,City,Street Number,"City, State",ZCTA Code,LAT SJ,LONG SJ,Missing SECTION LOCATION P1 GS,SECTION GEOGRAPHY P1,CBSA Name,State Code,SMP GS LKUP,US Region,US Division,Airport Southwest,Airport Distance,Airport Bin,HIDE Airport Southwest GS LKUP,# Miles to Closest OC Loc SJ,Missing SECTION GEOGRAPHY P1 GS,SECTION BUSINESS LINES P1,LOBs,Breeze Brand,Brand Sub Format,Missing SECTION BUSINESS LINES P1 GS,SECTION OPPORTUNITY P1,Opportunity Name,OpportunityID,Missing SECTION OPPORTUNITY P1 GS,SECTION PRICING DATA P1,Location Multiple GS,EBITDA from 4Wall GS LKUP,Bus. PP (MM),BPP KPI Type,Real Prop. PP (MM),REPP KPI Type,Deal Closed Yr,LOI Fully Executed GS,Closing Date,Days to Close,Missing SECTION PRICING DATA P1 GS,SECTION GATING PERFORMANCE P2,Traffic,TA,Days Open Annual,LOF CC Annual,LOF CPD,LOF CPD KPI Type,Sales,Sales KPI Type,4-Wall,4-Wall KPI Type,Missing SECTION GATING PERFORMANCE P2 GS,SECTION RUNWAY P1,2024 Opportunity,Probability,GS Weight EBITDA,Passed: Active Status,Missing SECTION RUNWAY P1 GS,SECTION METADATA P0,Updater,Creator,Created Timestamp,ChangeTimestamp,Missing SECTION METADATA P0 GS,SECTION TIDYING,Cleaner,Cleaning Pipeline,Cleaning Sprint Week,Cleaning Timetamp,Sitewise Batch
,-yfPTcRPm_432VjKaLqZU3,Quick Change - Elyria,Quick Change,OH,Lorain OH,Elyria,5237 Detroit Rd,"Elyria city, OH",44035,41.4263036,-82.07841,-1,,"Cleveland-Elyria, OH",39,8,Midwest,East North Central,,missing,,,,4,,,OC,OC,1,,[SPNK],"F""vSb4zXwc164#(3--lOs",0,,,0,,,,,,#N/A,,,8,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,,,,,,Sitewise_Batch_01
,-y1aWc4heL4Ria7TiaD-y7,Pennzoil Lube N Oil - Turlock,Pennzoil Lube N Oil,CA,Stanislaus CA,Turlock,481 N Golden State Blvd,"Turlock city, CA",95380,#N/A,#N/A,-1,,"Modesto, CA",06,10,West,Pacific,,missing,,,,4,,LOF,OC,OC,0,,Pennzoil Lube N Oil - Turlock,,1,,,0,,,,,,#N/A,,,8,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,,,,,,Sitewise_Batch_01
,-qTD5aC53k4beOkP0lH5vc,Rocky Mountain Quick Lube - Loveland,Rocky Mountain Quick Lube,CO,Larimer CO,Loveland,875 S Lincoln Ave,"Loveland city, CO",80537,40.384184,-105.073952,-1,,"Fort Collins, CO",08,7,West,Mountain,,missing,,,,4,,,,,3,,Rocky Mountain Quick Lube,FzKpKEtlS24z6p7r3CTTa5,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 20:55:52,9/12/2024 20:55:52,1,,,,,,Sitewise_Batch_01
,-ZtMztl9bv4Vy4ERRy_gqb,Sooner Auto Service - Norman,Sooner Auto Service,OK,Cleveland OK,Norman,2132 W Main St,"Norman city, OK",73069,35.2179941,-97.4732195,-1,,"Oklahoma City, OK",40,8,South,West South Central,,missing,,,,4,,,,,3,,Sooner Auto Service,IdzlpvWyau4AElkxlzVf4f,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 20:55:52,9/12/2024 20:55:52,1,,,,,,Sitewise_Batch_01
,-pd2VED4Ir4duaDq0VzYr1,Southaven Dipstix - Southaven,Southaven Dipstix,MS,DeSoto MS,Southaven,3255 Goodman Rd E,"Southaven city, MS",38672,34.9618738,-89.9323964,-1,,"Memphis, TN-MS-AR",28,5,South,East South Central,,missing,,,,4,,,,,3,,[SPNK],R9246QGD3N80%t5lc673b,0,,,0,,,,,,#N/A,,,8,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 20:55:52,9/12/2024 20:55:52,1,,,,,,Sitewise_Batch_01
,-JgPYJEFEc4YagtgsErkw4,The Car Spa - Tinley Park,"The Car Spa Car Wash, Detail Center, & Oil Change-Express Automotive Services - Tinley Park",IL,Cook IL,Tinley Park,9401 W 171st St,"Tinley Park village, IL",60487,#N/A,#N/A,-1,,"Chicago-Naperville-Elgin, IL-IN-WI",17,10,Midwest,East North Central,,missing,,,,4,,"LOF , FXCW , ECW",OC+W,OC & WS,0,,The Car Spa - Tinley Park,HuwKZli_2A4BMwJvfvX225,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 20:55:52,9/12/2024 20:55:52,1,,,,,,Sitewise_Batch_01
,-a-F0X5ZWw4Cqyjih_12N3,Xpress Lube - Nashville,Xpress Lube,TN,Davidson TN,Nashville,3901 Clarksville Pike,"Nashville plc, TN",37218,#N/A,#N/A,-1,,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,9,South,East South Central,,missing,,,,4,,,,,3,,[SPNK],"E:N6N5Uzt""/6d83Nq6)4,",0,,,0,,,,,,#N/A,,,8,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 20:55:52,9/12/2024 20:55:52,1,,,,,,Sitewise_Batch_01
,-VSJe_jTbP4_mY2ESnQEH5,VIOC (Hartland Quik Lube - Hartland),VIOC (Hartland Quik Lube - Hartland),WI,Waukesha WI,Hartland,425 E Industrial Dr,"Hartland village, WI",53029,#N/A,#N/A,-1,,"Milwaukee-Waukesha, WI",55,10,Midwest,East North Central,,missing,,,,4,,,,,3,,Valvoline Instant Oil Change (Hartland Quik Lube - Hartland),zl9SBvY-fW4tIs8J8jc2u0,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 20:55:52,9/12/2024 20:55:52,1,,,,,,Sitewise_Batch_01
,-OQg_dpz8r4KQi6GS7u4we,70's Quick Lube - Highland Park,70's Quick Lube,MI,Wayne MI,Highland Park,13703 Woodward Ave,"Highland Park, MI",48203,42.4042858,-83.0965601,-1,,,26,10,Midwest,East North Central,,missing,,,,5,,LOF,OC,OC,0,,70's Quick Lube - Detroit,m4DouXe8kf4HiuRuOSU6Eb,0,,6.0,0.09,0.600,OC Guesstimate,0.600,OC Guesstimate,,,,,4,,,$125.00,308,"6,160",20,OC Guesstimate,$0.800,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 15:59:53,9/19/2024 15:59:53,1,,,,,,Sitewise_Batch_01
,-POGVD8Z2Z4lMsYHVYiQZd,Costa Oil - 10 Minute Oil Change - Harrisburg - Harrisburg,Costa Oil - 10 Minute Oil Change - Harrisburg,PA,Dauphin PA,Harrisburg,2720 Walnut St,"Harrisburg city, PA",17103,40.2802033,-76.8478539,-1,,"Harrisburg-Carlisle, PA",42,5,Northeast,Middle Atlantic,,missing,,,,4,,,OC,OC,1,,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,0,,0.0,0.09,,,,,,,,,8,,,,,,,,,,$0.100,OC Guesstimate,8,,,,,Passed,3,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_01
,-BfP3ccvut4piPeiDTi4Dc,Mighty Wash - Lubbock,Mighty Wash - University,TX,,Lubbock,8002 University Ave,"Lubbock, TX",79423,33.521224,-101.8709726,0,,,,10,,,,missing,,,,8,,,,,3,,Mighty Wash - Lubbock,EYv2xsHN8F4wyMwuTRfXKa,0,,0.0,0.09,,,,,,,,,8,,,,,,,,,,$0.100,OC Guesstimate,8,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_01
,-aEsqFM6TW4RqwSy-gTNid,Huntingtown Auto Spa - Huntingtown,Huntingtown Auto Spa,MD,,Huntingtown,2266 Solomons Islands Rd,"Huntingtown, MD",20639,38.5831096,-76.6059758,0,,,,6,,,,missing,,,,8,,,,,3,,WLR Automotive Group - Middletown,byoKfHdDmy4ky-HNraz4If,0,,0.0,0.09,,,,,,,,,8,,,,,,,,,,$0.100,OC Guesstimate,8,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_01
,-GzkF9r5SY4RyOa_haZ5Gf,Castrol Premium Lube Express - Encinitas,Castrol Premium Lube Express,CA,San Diego CA,Encinitas,1580 Leucadia Blvd,"Encinitas city, CA",92024,33.0684012,-117.2645427,-1,,"San Diego-Chula Vista-Carlsbad, CA",06,10,West,Pacific,,missing,,,,4,,,,OC,2,,San Diego CW & L - San Diego,3xMaGnW62p4QyAHqkX7Vuc,0,,0.0,0.09,,,,,,,,,8,,,,,,,Not applicable,,,$0.100,OC Guesstimate,7,,,,,,4,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,,,,,,Sitewise_Batch_01
,-uE4JiTuLG4WuqJ0jj5jU8,Doug's Pro Lube LLC - Monett,Doug's Pro Lube LLC,MO,Barry MO,Monett,1304 E Bond St,"Monett city, MO",65708,36.9244151,-93.9133976,-1,,[not in a CBSA],29,10,Midwest,West North Central,,missing,,,,4,,LOF,OC,OC,0,,Doug's Pro Lube LLC - Monett,XPMpKM2pCx4YqZU396HQSb,0,,4.6,0.117,0.600,Guesstimate,,Not applicable,,,,,5,,,$85.00,308,"6,000",20,OC Guesstimate,$0.510,OC Guesstimate,$0.130,OC Guesstimate,1,,,0%,,,3,,,james.scerbo@oilchangers.com,9/25/2024 17:58:21,9/25/2024 17:58:21,1,,,,,,Sitewise_Batch_01
,-hojHR-Xlr4oaxhOYqXH_0,America's OC & AR - Fort Worth,America's OC & AR,TX,"Dallas, TX",Fort Worth,3041 Alta Mere Dr,"Fort Worth, TX",76116,32.7286387,-97.4402998,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,,missing,,,,4,,"LOF, Repair, INS",OC+R,OC,0,,Cole Automotive Group - DFW,UnwGe01SYZ46yJ6OaSxnV2,0,,0.4,0.225,0.100,OC Guesstimate,,,,,,,6,,,$75.00,0,0,0,OC Guesstimate,$1.000,OC Guesstimate,$0.250,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,10/25/2024 18:55:31,10/25/2024 18:55:31,1,,,,,,Sitewise_Batch_01
,ymGZ82cWIY4w293x6qc6Xf,10 Minute Speed Oil Change Center - Oakland - Hegenberger,Oil Changers 930,CA,Alameda CA,Oakland,2 Hegenberger Rd,"Oakland city, CA",94621,#N/A,#N/A,-1,,"San Francisco-Oakland-Berkeley, CA",06,10,West,Pacific,G7E1D1R3U9I5A7W7,1,Territory,Oakland International Airport,,1,,LOF,OC,OC,0,,Oil Changers 928-934 (10 Minute Speed - East Bay),XHGC4Rk9uz4GyYRy6V04td,0,,7.0,0.405,3.143,Actual Avg,0.000,Not applicable,12/31/23,7/29/2022,9/15/2023,413,0,,,$78.00,308,"18,172",59,Stat. Summary Report,$1.360,QoE,$0.450,QoE,1,,,,,,4,,,james.scerbo@oilchangers.com,9/5/2024 16:33:19,9/5/2024 16:33:19,1,,,,,,Sitewise_Batch_01
,S1L7N4Y0O8M3B3G1I0U4VP8,Pete Smith Tire & Quick Lube - Henderson,Pete Smith Tire & Quick Lube,NC,,Henderson,946 Z W. Andrews Ave,"Hebderson, NC",27536,36.3393363,-78.4093397,0,,"Henderson, NC",37,6,South,South Atlantic,,missing,,,,4,,,,,3,,Pete Smith Tire & Quick Lube - North Carolina,JQ0yBaXnJD4EErWcTN5SG6,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,3/4/2025 0:00:00,3/4/2025 0:00:00,1,,,,,,Sitewise_Batch_01
,zh6VmaS1dC4FYK1R6nN02e,Quick Lube Plus - Alturas,Quick Lube Plus,CA,Modoc CA,Alturas,202 N Court St,"Alturas city, CA",96101,41.4850913,-120.5412719,-1,,[not in a CBSA],06,10,West,Pacific,N5F6Q6G4Q7A0Z3V1,143,Region,Reno-Tahoe International Airport,,1,,LOF,OC,OC,0,,Quick Lube Plus - Alturas,GlnmwbhybR4u2X8nbPIaff,0,,5.0,0.09,0.500,OC Guesstimate,0.714,OC Guesstimate,,,,,4,,,$70.00,308,"6,160",20,OC Guesstimate,$0.500,OC Guesstimate,$0.100,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,1/14/2025 17:15:55,9/12/2024 20:55:41,1,,,,,,Sitewise_Batch_01
,jmPqOtfQl44_ubC79HjVRa,LOF Xpress Oil Change – Ankeny - Ankeny,LOF Xpress Oil Change – Ankeny,IA,Polk IA,Ankeny,875 SE Oralabor Rd,"Ankeny city, IA",50021,41.702406,-93.5863647,-1,,"Des Moines-West Des Moines, IA",19,8,Midwest,West North Central,U4I8W1D8G0X7P3V6,12,Region,Des Moines International Airport,,1,,LOF,OC,OC,0,,LOF Xpress Oil Change - Ankeny,y7RKrib86B4xMThxwLcga1,0,,4.4,1.44,7.000,OC Guesstimate,,,,,,,6,,,$119.00,357,"46,925",131,Stat. Summary Report,$5.300,Reported,$1.600,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,1/15/2025 10:24:42,9/9/2024 16:21:48,1,,,,,,Sitewise_Batch_01
,Mhv_mtdSln4Yir_zO2cvyd,LOF Xpress Oil Change – Ames - Ames,LOF Xpress Oil Change – Ames,IA,Story IA,Ames,520 S Duff Ave,"Ames city, IA",50010,42.0166524,-93.6097956,-1,,"Ames, IA",19,8,Midwest,West North Central,U4I8W1D8G0X7P3V6,33,Region,Des Moines International Airport,,1,,LOF,OC,OC,0,,LOF Xpress Oil Change - Ankeny,y7RKrib86B4xMThxwLcga1,0,,4.6,1.08,5.500,OC Guesstimate,,,,,,,6,,,$117.00,357,"31,303",87,Stat. Summary Report,$3.670,Owner Verbal,$1.200,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,1/15/2025 10:26:21,9/9/2024 16:21:48,1,,,,,,Sitewise_Batch_01
,YpYUj4dfop4iIw5IjnJ5Z2,Integrity Family Quick Lube - Corbin,Integrity Family Quick Lube,KY,Knox KY,Corbin,639 US-25W,"Corbin city, KY",40701,36.9608746,-84.0932311,-1,,"London, KY",21,10,South,East South Central,O5S1H3G9C9H3H9X4,123,Region,Louisville Muhammad Ali International Airport,,1,,LOF,OC,OC,0,,Integrity Family Quick Lube - Corbin,GwO_KyPXeI4xm_de9I_s4d,0,,0.0,0.09,,,,,,,,,8,,,,,,,,,,$0.100,OC Guesstimate,8,,,,,,4,,,james.scerbo@oilchangers.com,1/15/2025 10:39:51,9/12/2024 20:55:21,1,,,,,,Sitewise_Batch_01
,9o4NmYSvFY40iHgKESSBO9,LOF Xpress Oil Change – Waukee - Waukee,LOF Xpress Oil Change – Waukee,IA,Dallas IA,Waukee,250 SE Alice's Rd,"Waukee city, IA",50263,#N/A,#N/A,-1,,"Des Moines-West Des Moines, IA",19,8,Midwest,West North Central,U4I8W1D8G0X7P3V6,11,Region,Des Moines International Airport,,1,,LOF,OC,OC,0,,LOF Xpress Oil Change - Ankeny,y7RKrib86B4xMThxwLcga1,0,,7.1,0.63,5.000,OC Guesstimate,,,,,,,6,,,$100.00,357,"22,539",63,Stat. Summary Report,$2.250,Reported,$0.700,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,1/15/2025 14:22:09,9/9/2024 16:21:49,1,,,,,,Sitewise_Batch_01
,1JQAbZZZcO43URokLzlL84,10 Minute Speed Oil Change Center - Oakland - Shattuck,Oil Changers 929,CA,Alameda CA,Oakland,5225 Shattuck Ave. B,"Oakland city, CA",94609,#N/A,#N/A,-1,,"San Francisco-Oakland-Berkeley, CA",06,10,West,Pacific,G7E1D1R3U9I5A7W7,8,Territory,Oakland International Airport,,1,,LOF,OC,OC,0,,Oil Changers 928-934 (10 Minute Speed - East Bay),XHGC4Rk9uz4GyYRy6V04td,0,,-9.0,-0.315,3.143,Actual Avg,0.000,Not applicable,12/31/23,7/29/2022,9/15/2023,413,0,,,$78.00,308,"28,336",92,Stat. Summary Report,$2.010,QoE,-$0.350,QoE,1,,,,,,4,,,james.scerbo@oilchangers.com,1/29/2025 10:59:59,9/5/2024 16:33:19,1,,,,,,Sitewise_Batch_01
,FvUmiOb0NA4WA_6jnTlGV9,10 Minute Speed Oil Change Center - San Jose,Oil Changers 932,CA,Los Angeles CA,San Jose,3601 Pearl Ave,"San Pasqual CDP, CA",95136,#N/A,#N/A,-1,,"Los Angeles-Long Beach-Anaheim, CA",06,10,West,Pacific,G1F2B7D0F8C0H9S7,7,Region,San Jose Mineta International Airport,,1,,LOF,OC,OC,0,,Oil Changers 928-934 (10 Minute Speed - East Bay),XHGC4Rk9uz4GyYRy6V04td,0,,5.7,0.495,3.143,Actual Avg,0.000,Not applicable,12/31/23,7/29/2022,9/15/2023,413,0,,,$78.00,308,"15,400",50,Stat. Summary Report,$1.290,QoE,$0.550,QoE,1,,,,,,4,,,james.scerbo@oilchangers.com,1/29/2025 11:00:15,9/5/2024 16:33:19,1,,,,,,Sitewise_Batch_01
,6u6O3HBDWh4Ru8ogL6tjY8,Lube-N-Go - Paso Robles,Lube-N-Go,CA,San Luis Obispo CA,Paso Robles,2505 Theatre Dr # A,"San Luis Obispo city, CA",93446,35.5810081,-120.6973547,-1,,"San Luis Obispo-Paso Robles, CA",06,10,West,Pacific,A7H3V7X4R3Y7M1M5,93,Region,Santa Barbara Municipal Airport,,1,,"LOF , EMI/Smog",OC,OC,0,,Lube N Go - San Luis Obispo Carve-Out,NbiLNPppeH4-6fb3bHDf13,0,,-273.0,-0.009,2.730,Actual Avg,,Not applicable,,,,,5,,,$130.22,357,283,1,Stat. Summary Report,$0.150,QoE,-$0.010,QoE,1,,,95%,,,3,,jerit.daley@oilchangers.com,james.scerbo@oilchangers.com,1/15/2025 17:24:30,4/2/2025 13:56:19,0,,,,,,Sitewise_Batch_01
,29aATJ-U8L4mMpYBOVOG05,10 Minute Speed Oil Change Center - Santa Clara,Oil Changers 931,CA,Los Angeles CA,Santa Clara,3478 Homestead Rd,"Santa Monica city, CA",95051,#N/A,#N/A,-1,,"Los Angeles-Long Beach-Anaheim, CA",06,10,West,Pacific,G1F2B7D0F8C0H9S7,4,Region,San Jose Mineta International Airport,,1,,LOF,OC,OC,0,,Oil Changers 928-934 (10 Minute Speed - East Bay),XHGC4Rk9uz4GyYRy6V04td,0,,19.6,0.144,3.143,Actual Avg,0.000,Not applicable,12/31/23,7/29/2022,9/15/2023,413,0,,,$78.00,308,"8,624",28,Stat. Summary Report,$0.640,QoE,$0.160,QoE,1,,,,,,4,,,james.scerbo@oilchangers.com,1/29/2025 11:00:24,9/5/2024 16:33:19,1,,,,,,Sitewise_Batch_01
,Y0SNiqNuzd4yyVy3MIVNEd,10 Minute Speed Oil Change Center - Sunnyvale,Oil Changers 934,CA,Santa Clara CA,Sunnyvale,1240 W El Camino Real,"Sunnyvale city, CA",94087,#N/A,#N/A,-1,,"San Jose-Sunnyvale-Santa Clara, CA",06,10,West,Pacific,G1F2B7D0F8C0H9S7,7,Region,San Jose Mineta International Airport,,1,,LOF,OC,OC,0,,Oil Changers 928-934 (10 Minute Speed - East Bay),XHGC4Rk9uz4GyYRy6V04td,0,,5.1,0.558,3.143,Actual Avg,0.000,Not applicable,12/31/23,7/29/2022,9/15/2023,413,0,,,$78.00,308,"8,932",29,Stat. Summary Report,$0.560,QoE,$0.620,QoE,1,,,,,,4,,,james.scerbo@oilchangers.com,1/29/2025 11:00:35,9/5/2024 16:33:19,1,,,,,,Sitewise_Batch_01
,_FtNuBizOw4TMbqau2Jqf9,10 Minute Speed Oil Change Center - Union City,Oil Changers 933,CA,Alameda CA,Union City,2601 Decoto Rd,"Union City city, CA",94587,#N/A,#N/A,-1,,"San Francisco-Oakland-Berkeley, CA",06,10,West,Pacific,G7E1D1R3U9I5A7W7,14,Territory,Oakland International Airport,,1,,LOF,OC,OC,0,,Oil Changers 928-934 (10 Minute Speed - East Bay),XHGC4Rk9uz4GyYRy6V04td,0,,5.1,0.558,3.143,Actual Avg,0.000,Not applicable,12/31/23,7/29/2022,9/15/2023,413,0,,,$78.00,308,"21,868",71,Stat. Summary Report,$1.700,QoE,$0.620,QoE,1,,,,,,4,,,james.scerbo@oilchangers.com,1/29/2025 11:00:41,9/5/2024 16:33:19,1,,,,,,Sitewise_Batch_01
,Z0Xk10A9I7CIO4jPGIcGDK,"802 S State St, Westville, IL",Closed,IL,"Vermilion, IL",Westville,802 S State St,"Westville, IL",61883,#N/A,#N/A,-1,,Danville,,10,Midwest,East North Central,R3W4P7B1I0L9L1U4,75,Territory,Indianapolis International Airport,,2,,LOF,OC,OC,0,,"Former Quick Lube - Westville, IL",xKdOXaTnhHp6io8Wl2Cbqd,0,,,0,,,0.150,Seller ask,12/31/25,,4/30/2025,,5,,,,,,,Not applicable,,Not applicable,,Not applicable,7,,,0%,,,3,,,james.scerbo@oilchangers.com,1/31/2025 14:11:30,1/29/2025 18:09:11,1,,,,,,Sitewise_Batch_01
,hTZIDn072S4J2CT4sYjMp9,AutoLube Express Oil Change - Elk Grove,Oil Changers 961,CA,Sacramento CA,Elk Grove,8046 Orchard Loop Ln,"Elk Grove city, CA",95624,38.4558963,-121.4074238,-1,,"Sacramento-Roseville-Folsom, CA",06,10,West,Pacific,V9M3F8L4S0Z1V2B8,19,Territory,Sacramento International Airport,,1,,LOF,OC,OC,0,,Oil Changers 961-964 (TTL Auto - Sacramento),1d6HGjfFVj4SUC_8pBKl35,0,,3.9,1.386,6.000,Actual Avg,0.000,Not applicable,12/31/24,3/8/2024,9/26/2024,202,0,,,$146.63,308,"24,104",78,Stat. Summary Report,$3.785,QoE Post COGs Con,$1.540,QoE,1,,,100%,,,3,,,james.scerbo@oilchangers.com,9/25/2024 16:09:54,9/25/2024 16:09:54,1,,,,,,Sitewise_Batch_01
,SM5_MKuZHv4mae3ar5LCM4,AutoLube Express Oil Change - Fair Oaks,Oil Changers 962,CA,Sacramento CA,Fair Oaks,8101 Madison Ave,"Fair Oaks CDP, CA",95628,38.6643696,-121.2617611,-1,,"Sacramento-Roseville-Folsom, CA",06,10,West,Pacific,V9M3F8L4S0Z1V2B8,18,Territory,Sacramento International Airport,,1,,LOF,OC,OC,0,,Oil Changers 961-964 (TTL Auto - Sacramento),1d6HGjfFVj4SUC_8pBKl35,0,,5.0,1.0872,6.000,Actual Avg,0.000,Not applicable,12/31/24,3/8/2024,9/26/2024,202,0,,,$145.07,308,"20,391",66,Stat. Summary Report,$3.089,QoE Post COGs Con,$1.208,QoE,1,,,100%,,,3,,,james.scerbo@oilchangers.com,9/25/2024 16:09:54,9/25/2024 16:09:54,1,,,,,,Sitewise_Batch_01
,QHgX5BJbml49aDW6FeqMf1,AutoLube Express Oil Change - Lodi,Oil Changers 963,CA,San Joaquin CA,Lodi,301 W Kettleman Ln,"Lodi city, CA",95240,38.1158052,-121.2774285,-1,,"Stockton, CA",06,10,West,Pacific,V9M3F8L4S0Z1V2B8,43,Territory,Sacramento International Airport,,1,,LOF,OC,OC,0,,Oil Changers 961-964 (TTL Auto - Sacramento),1d6HGjfFVj4SUC_8pBKl35,0,,6.9,0.7839,6.000,Actual Avg,0.000,Not applicable,12/31/24,3/8/2024,9/26/2024,202,0,,,$159.40,308,"13,248",43,Stat. Summary Report,$2.304,QoE Post COGs Con,$0.871,QoE,1,,,100%,,,3,,,james.scerbo@oilchangers.com,9/25/2024 16:09:54,9/25/2024 16:09:54,1,,,,,,Sitewise_Batch_01
,ZOR7ZYKkXe4SIppvQfc83a,AutoLube Express Oil Change - Roseville,Oil Changers 964,CA,Placer CA,Roseville,330 N Sunrise Ave,"Roseville city, CA",95661,38.753174,-121.2609986,-1,,"Sacramento-Roseville-Folsom, CA",06,10,West,Pacific,V9M3F8L4S0Z1V2B8,18,Territory,Sacramento International Airport,,1,,LOF,OC,OC,0,,Oil Changers 961-964 (TTL Auto - Sacramento),1d6HGjfFVj4SUC_8pBKl35,0,,4.2,1.2879,6.000,Actual Avg,0.000,Not applicable,12/31/24,3/8/2024,9/26/2024,202,0,,,$152.82,308,"21,845",71,Stat. Summary Report,$3.502,QoE Post COGs Con,$1.431,QoE,1,,,100%,,,3,,,james.scerbo@oilchangers.com,9/25/2024 16:09:54,9/25/2024 16:09:54,1,,,,,,Sitewise_Batch_01
,9KD5NAzdqR4RyNcbu-sgCe,Bob's Lube & Oil - Stockton,Bob's Lube & Oil,CA,San Joaquin CA,Stockton,1403 Country Club Blvd,"Stockton city, CA",95204,37.9696308,-121.3156777,-1,,"Stockton, CA",06,10,West,Pacific,G7E1D1R3U9I5A7W7,52,Territory,Oakland International Airport,,1,,LOF,OC,OC,0,,Bob's Lube & Oil - Stockton,BNk2WA8kYK4PUqyVPoTqT1,0,,2.8,0.324,1.000,OC Guesstimate,1.000,OC Guesstimate,12/31/25,,12/31/2025,,2,,,$80.00,308,"20,000",65,Owner Verbal,$1.500,Owner Verbal,$0.360,Owner Verbal,1,,,,,,4,,,james.scerbo@oilchangers.com,1/30/2025 17:07:39,9/5/2024 16:14:21,1,,,,,,Sitewise_Batch_01
,XoKLuVG4Dz4M2LTKaF4WF7,Castrol Premium Lube Express - California City,Castrol Premium Lube Express,CA,Tulare CA,California City,20400 California City Blvd,"California Hot Springs CDP, CA",93505,35.1169147,-117.9366967,-1,,"Visalia, CA",06,10,West,Pacific,X2A4N9S8X9B6N4V2,68,Territory,Burbank Bob Hope Airport,,1,,LOF,OC,OC,0,,Castrol Premium Lube Express - California City,LV4lrxdPlqcy0rLcfQFIAs,0,,2.0,0.135,0.300,Seller Ask,0.900,Seller ask,12/31/25,,5/31/2025,,2,,,$100.00,308,"6,160",20,OC Guesstimate,$0.600,OC Guesstimate,$0.150,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,2/5/2025 11:18:55,9/5/2024 16:14:21,1,,,,,,Sitewise_Batch_01
,VDLa5h1-DC4Wyb5NqEQHa9,Castrol Premium Lube Express - Dumas,Castrol Premium Lube Express,TX,Moore TX,Dumas,1100 S Dumas Ave,"Dumas city, TX",79029,35.8539691,-101.973703,-1,,"Dumas, TX",48,10,South,West South Central,C0G1V9A3X5Q0Q8Z9,46,Region,Amarillo Rick Husband International Airport,,1,,LOF,OC,OC,0,,Castrol Premium Lube Express - Dumas,03cmsymqrOilt33mWax3EA,0,,7.5,0.36,3.000,Seller Ask,3.000,Seller ask,12/31/25,,5/31/2025,,2,,,$100.00,308,"18,480",60,Owner Verbal,$1.800,OC Guesstimate,$0.400,OC Guesstimate,1,,,,,,4,,,james.scerbo@oilchangers.com,2/5/2025 11:10:39,9/5/2024 16:14:21,1,,,,,,Sitewise_Batch_01
