outcome,location_id,location_city_name,breeze_brand,total_vpd,lube_bays,repair_bays,lof_cpd,sscw_wpd,ecw_wpd,fcw_wpd,ibacw_wpd,crw_tnl_wpd,lat_sj,latitude_input_data_x,long_sj,longitude_input_data_x,number_miles_to_closest_oc_loc_sj,brand_sub_format,opportunity_name,opportunity_id,traffic,sitewise_batch,acq_stage,co_located_w_lube,co_located_w_car_wash,co_located_w_repair,nearest_streetlight_day_part_aadt_5_mi,x2024_estimate_5_mi,x2029_projection_5_mi,state_abb,city,street_number,city_state,zcta_code
pass,aa-Snmb5SJ4fELCdjorPxa,Kwik Kar Oil Change - Houston,OC+R,20,NA,NA,20,NA,NA,NA,NA,0,29.7545962,29.7545962,-95.5752357,-95.5752357,NA,OC & R,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,8977,435274.991321502,436772.952854146,TX,Houston,864 Wilcrest Dr,"Houston city, TX",77042
pass,dlYhDg7E024XaHIH3LI2ra,Kwik Kar Red Bud - Round Rock,OC+R,17,NA,NA,17,NA,NA,NA,NA,0,30.4990686,30.4990686,-97.6129183,-97.6129183,NA,OC & R,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,7957,251196.956400447,270240.926479014,TX,Round Rock,2401 Red Bud Ln,"Round Mountain town, TX",78664
pass,1Kk7mtjOSv4gATIvEa6jR2,Kwik Kar Wash & Automotive Center of Round Rock - Round Rock,OC+W,28,NA,NA,28,NA,NA,NA,NA,0,30.5396851,30.5396851,-97.668178,-97.668178,NA,OC & WS,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,7136,213052.15015553,218357.690605041,TX,Round Rock,1500 E Old Settlers Blvd,"Round Mountain town, TX",78665
pass,Qwlpm3-UWw4sElJCbLF1me,Leander Lube Express - Leander,OC,25,NA,NA,25,NA,NA,NA,NA,0,30.5562249,30.5562249,-97.8486312,-97.8486312,NA,OC,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,9683,154975.835663649,175600.86670645,TX,Leander,400 Crystal Falls Pkwy,"Leander city, TX",78641
pass,sePZOInPHR4oYlhndTHm5a,Manor Lube & State Inspection - Manor,OC,20,NA,NA,20,NA,NA,NA,NA,0,30.3483998,30.3483998,-97.5572655,-97.5572655,NA,OC,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,33782,61609.8455516846,80668.2693462528,TX,Manor,909 N Caldwell St,"Manor city, TX",78653
pass,26J3LIv9YB45Qk-fDHNlQ8,Splash - Russellville,OC,22,NA,NA,22,NA,NA,NA,NA,0,35.2787702,35.2787702,-93.1187737,-93.1187737,NA,OC,Splash - Little Rock,w1slexbj-v4LMSz5sqtE16,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,4176,41754.4885789749,43575.5680389436,AR,Russellville,1301 E Main St,"Russellville, AR",72801
pass,ZTeTENyyhQ4yuAEgvp5qca,Splash 10-Minute Oil Change - Cabot,OC,42,NA,NA,42,NA,NA,NA,NA,0,34.9815508,34.9815508,-92.0356631,-92.0356631,NA,OC,Splash - Little Rock,w1slexbj-v4LMSz5sqtE16,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,8802,43473.5176908863,48329.5186251044,AR,Cabot,208 Willie Ray Dr,"Cabot city, AR",72023
pass,GOIvl2F-2Q4biBuTbj5Yfc,Splash 10-Minute Oil Change - Greenbrier,OC,11,NA,NA,11,NA,NA,NA,NA,0,35.2483359,35.2483359,-92.3878032,-92.3878032,NA,OC,Splash - Little Rock,w1slexbj-v4LMSz5sqtE16,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,10646,15009.0668330913,17347.3759027553,AR,Greenbrier,95 N Broadview St,"Greenbrier city, AR",72058
pass,UQxpF17LnS4rQDHgV7kqd7,Splash 10-Minute Oil Change - Little Rock,OC,32,NA,NA,32,NA,NA,NA,NA,0,34.7552768,34.7552768,-92.4444888,-92.4444888,NA,OC,Splash - Little Rock,w1slexbj-v4LMSz5sqtE16,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,867,95151.9999473733,99327.0451389643,AR,Little Rock,100 Wellington Hills Rd,"Little Rock city, AR",72211
pass,Ujnw0f3bAK4oE6ddtgYaCc,Splash 10-Minute Oil Change - Maumelle,OC,33,NA,NA,33,NA,NA,NA,NA,0,34.8510003,34.8510003,-92.4045783,-92.4045783,NA,OC,Splash - Little Rock,w1slexbj-v4LMSz5sqtE16,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,2174,49694.5174777738,52414.3763795693,AR,Maumelle,113 Audubon Dr,"Maumelle city, AR",72113
pass,dHjWmGxX_u482t7ntXMfF6,Splash Carwash & 10-Minute Oil Change - Benton,OC,28,NA,NA,28,NA,NA,NA,NA,0,34.5891943,34.5891943,-92.5698083,-92.5698083,NA,OC,Splash - Little Rock,w1slexbj-v4LMSz5sqtE16,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,1380,61501.2438747374,66904.3687349015,AR,Benton,2620 Congo Rd,"Benton city, AR",72019
pass,lzaDrS9LfF4Eeb3v0C9LM2,Splash Carwash & 10-Minute Oil Change - Conway,OC,22,NA,NA,22,NA,NA,NA,NA,0,35.1113002,35.1113002,-92.4448947,-92.4448947,NA,OC,Splash - Little Rock,w1slexbj-v4LMSz5sqtE16,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,7605,73915.6455685716,81747.5640078884,AR,Conway,1505 Old Morrilton Hwy,"Conway city, AR",72032
pass,K1NAHCxNqw42Ut5p1Ymznc,Splash Carwash & 10-Minute Oil Change - North Little Rock,OC,54,NA,NA,54,NA,NA,NA,NA,0,34.8022663,34.8022663,-92.2538332,-92.2538332,NA,OC,Splash - Little Rock,w1slexbj-v4LMSz5sqtE16,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,9593,104185.050967953,106032.386464651,AR,North Little Rock,5116 John F Kennedy Blvd,"North Crossett CDP, AR",72116
pass,tkmfU6p7eW4HMyADufJ1xe,Splash Carwash & 10-Minute Oil Change - Rogers,OC,23,NA,NA,23,NA,NA,NA,NA,0,36.3125857,36.3125857,-94.1774616,-94.1774616,NA,OC,Splash - Little Rock,w1slexbj-v4LMSz5sqtE16,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,818,133914.367546516,153625.90602499,AR,Rogers,4203 W Huntington Dr,"Rogers city, AR",72758
pass,dNKCltnWor4t6psMmUdbof,Superior CW&L - Cypress,OC+W,27,NA,NA,27,NA,NA,NA,NA,0,29.9734814,29.9734814,-95.6891182,-95.6891182,NA,OC & WS,Superior CW&L - Houston,2UAJOxKrpM4LU-CVDQTH41,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,11256,205014.632235238,230836.19568059,TX,Cypress,17322 Spring Cypress Rd,"Cypress, TX",77429
pass,D3TX2GnnMk40ajc9je43D7,Superior CW&L - Houston,OC+W,11,NA,NA,11,NA,NA,NA,NA,0,29.604122,29.604122,-95.4171624,-95.4171624,NA,OC & WS,Superior CW&L - Houston,2UAJOxKrpM4LU-CVDQTH41,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,437,230172.183667808,241890.460472089,TX,Houston,10126 Almeda,"Houston, TX",77075
pass,khTHyI_5yr4fyhLRvyTAye,Superior CW&L - Houston,OC+W,12,NA,NA,12,NA,NA,NA,NA,0,29.6928506,29.6928506,-95.6445834,-95.6445834,NA,OC & WS,Superior CW&L - Houston,2UAJOxKrpM4LU-CVDQTH41,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,26490,396849.986713012,398201.992710171,TX,Houston,7920 S Texas 6,"Houston, TX",77083
pass,GgYMHpYxcH46IPvLjd3WZ5,Superior CW&L - Humble,OC+W,12,NA,NA,12,NA,NA,NA,NA,0,30.0396955,30.0396955,-95.2529411,-95.2529411,NA,OC & WS,Superior CW&L - Houston,2UAJOxKrpM4LU-CVDQTH41,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,6180,148409.594468445,153806.36014847,TX,Humble,22515 TX-494 Loop,"Humble, TX",77339
pass,DS9B6OVeMX4RyjQpzlTobb,Superior CW&L - Katy,OC+W,16,NA,NA,16,NA,NA,NA,NA,0,29.7468883,29.7468883,-95.7518958,-95.7518958,NA,OC & WS,Superior CW&L - Houston,2UAJOxKrpM4LU-CVDQTH41,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,9545,299280.659204174,331465.674076945,TX,Katy,2320 S Mason Rd,"Katy, TX",77450
pass,AcIyGMIAfH4zeNmZjA30d3,Superior CW&L - Kingwood,OC+W,5,NA,NA,5,NA,NA,NA,NA,0,30.068065,30.068065,-95.2281702,-95.2281702,NA,OC & WS,Superior CW&L - Houston,2UAJOxKrpM4LU-CVDQTH41,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,17693,126001.522047686,131452.603735537,TX,Kingwood,1750 Northpark Dr,"Kingwood, TX",77339
pass,2JZbHpHsxp4YICnVJbglH2,Superior CW&L - Tomball,OC+W,18,NA,NA,18,NA,NA,NA,NA,0,30.0798715,30.0798715,-95.6288529,-95.6288529,NA,OC & WS,Superior CW&L - Houston,2UAJOxKrpM4LU-CVDQTH41,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,12687,114231.709308692,124927.599493656,TX,Tomball,27840 TX-249,"Tomball, TX",77375
pass,YcKMCKJ0Q74GynEsyFH_P7,VP Express Lube of Fredericksburg - Fredericksburg,OC,31,NA,NA,31,NA,NA,NA,NA,0,30.2656592,30.2656592,-98.8713919,-98.8713919,NA,OC,MITAB Realty - Austin,nkiiuI9heH4_uydoVgnIk3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,4801,16446.9237981276,16853.8750088951,TX,Fredericksburg,501 S Washington St,"Fredericksburg city, TX",78624
pass,_cze4sTEJV4JQ7TdTt66S2,Costa Oil - 10 Minute Oil Change - Bedford - Bedford,OC,23,NA,NA,23,NA,NA,NA,NA,0,32.8516998,32.8516998,-97.1674913,-97.1674913,NA,OC,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,5479,265144.561340603,262344.733698142,TX,Bedford,235 Harwood Rd,"Bedford city, TX",76021
pass,k6bsq4NxKW49MLdJFRQFY6,Costa Oil - 10 Minute Oil Change - Mossy Oak - Spring,OC,18,NA,NA,18,NA,NA,NA,NA,0,30.0930098,30.0930098,-95.4485838,-95.4485838,NA,OC,Costa Oil 10 Minute OC - Hanover,oawzGis7Bt4vy9HSvC4pZc,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,1483,250464.720630145,263976.883859976,TX,Spring,2250 E Mossy Oaks Rd,"Spring Valley Village city, TX",77389
pass,ZkYTBYpKJa4Zme04tJko15,Victory Lane Quick OC - Payson,OC,20,NA,NA,20,NA,NA,NA,NA,0,34.2410147,34.2410147,-111.3206229,-111.3206229,NA,OC,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,9171,19980.189482751,20583.5162423787,AZ,Payson,160 E Highway 260,"Payson, AZ",85541
pass,ot7G02uUZ24Beu84qHTRc5,Victory Lane Quick Oil Change - Howell,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.5929636,42.5929636,-83.8924878,-83.8924878,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,8681,49641.2810919252,51919.5783475597,MI,Howell,3150 E Grand River Ave,"Howell city, MI",48843
pass,OLGKCB1DDx4jamcBzrMdN6,Victory Lane Quick Oil Change - North Branch,NA,20,NA,NA,20,NA,NA,NA,NA,0,45.5108358,45.5108358,-92.9912619,-92.9912619,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,8076,14251.3413498127,14620.0015094328,MN,North Branch,38844 14th Ave,"North Branch city, MN",55056
pass,j5E23cr_wh4uE33eayOtJe,Victory Lane Quick Oil Change - South Euclid,NA,20,NA,NA,20,NA,NA,NA,NA,0,41.5380098,41.5380098,-81.5254207,-81.5254207,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,6737,276136.818460412,267615.954622919,OH,South Euclid,4300 Monticello Blvd,"South Mount Vernon CDP, OH",44121
pass,JP68aMOZtt4u2CnLX2SkEf,"Victory Lane Quick Oil Change (Ann Arbor, Plymouth Rd) - Ann Arbor",NA,20,NA,NA,20,NA,NA,NA,NA,0,42.2993855,42.2993855,-83.7232817,-83.7232817,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,12316,156490.875045301,166285.235063277,MI,Ann Arbor,1635 Plymouth Rd,"Ann Arbor city, MI",48105
pass,qLTAvbYGOi4AErSu36yPXf,"Victory Lane Quick Oil Change (Ann Arbor, W. Stadium Blvd) - Ann Arbor",NA,20,NA,NA,20,NA,NA,NA,NA,0,42.2737972,42.2737972,-83.7768779,-83.7768779,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,7917,150216.301080416,159730.148648,MI,Ann Arbor,2185 W Stadium Blvd,"Ann Arbor city, MI",48103
pass,LVLHJmIznf4fQQO2Er2_c8,Victory Lane Quick Oil Change (Belleville) - Belleville,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.2042823,42.2042823,-83.5422652,-83.5422652,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,3193,96189.84979624,100854.246352953,MI,Belleville,51300 W Huron River Dr,"Belleville city, MI",48111
pass,YXdZz4NGzq49eGqH3y1yz3,Victory Lane Quick Oil Change (Brighton) - Brighton,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.5218177,42.5218177,-83.7616073,-83.7616073,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,839,51005.0825898799,53105.7758854775,MI,Brighton,9957 E Grand River Ave,"Brighton city, MI",48116
pass,TpXdoVWrN744M2S959g3u7,Victory Lane Quick Oil Change (Canton) - Canton,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.2772801,42.2772801,-83.4512617,-83.4512617,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,16913,184105.128056309,187247.290437987,MI,Canton,41775 Michigan Ave,"Canton plc, MI",48188
pass,DMHOD_wTOI4Uimz-Wm3Wce,Victory Lane Quick Oil Change (Chelsea) - Chelsea,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.3076815,42.3076815,-84.0214754,-84.0214754,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,5646,12840.8281194172,13653.0848236308,MI,Chelsea,920 S Main St,"Chelsea city, MI",48118
pass,s8eekAXsMD4Dm6NTryz__8,Victory Lane Quick Oil Change (Chisago City) - Chisago City,NA,20,NA,NA,20,NA,NA,NA,NA,0,45.3756928,45.3756928,-92.8852278,-92.8852278,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,6480,17561.9576091246,16906.6349787828,MN,Chisago City,29610 Gateway Ave,"Chisago City city, MN",55013
pass,EjakG6xlvP4duq0xWXqbf2,Victory Lane Quick Oil Change (Fenton) - Fenton,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.7968645,42.7968645,-83.7371379,-83.7371379,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,5068,47322.4014327927,48741.4282405279,MI,Fenton,16500 Silver Pkwy,"Fenton city, MI",48430
pass,2Fl5Mm5Nwo4PUJo2Mu0XLc,Victory Lane Quick Oil Change (Florence) - Florence,NA,20,NA,NA,20,NA,NA,NA,NA,0,38.9755684,38.9755684,-84.6590342,-84.6590342,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,19947,138072.04375669,147222.065396775,KY,Florence,8511 U.S. Hwy 42,"Florence city, KY",41042
pass,PLzwWfDHea4FUdlAcgULl5,Victory Lane Quick Oil Change (Holt) - Holt,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.6381014,42.6381014,-84.5121373,-84.5121373,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,4675,73964.6817813728,76356.0778492757,MI,Holt,1910 N Cedar St Rd,"Holt CDP, MI",48842
pass,ofY7zKBr994iU-kdH8yRQf,"Victory Lane Quick Oil Change (Howell, S. Michigan Avenue) - Howell",NA,20,NA,NA,20,NA,NA,NA,NA,0,42.593871,42.593871,-83.9329875,-83.9329875,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,8612,45525.8312857676,47672.7494430732,MI,Howell,1175 S Michigan Ave,"Howell city, MI",48843
pass,PTHXjf9y1t4cUWVr4nEXfd,Victory Lane Quick Oil Change (Milan) - Milan,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.0893144,42.0893144,-83.6961258,-83.6961258,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,2009,15600.218125033,16564.1702812265,MI,Milan,32 S Platt Rd,"Milan city, MI",48160
pass,GxiDwrkWoA4cMbzxnWOLNd,"Victory Lane Quick Oil Change (Monroe, N. Monroe St) - Monroe",NA,20,NA,NA,20,NA,NA,NA,NA,0,41.935406,41.935406,-83.3904028,-83.3904028,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,7463,53131.9992796351,54144.2256082886,MI,Monroe,1305 N Monroe St,"Monroe city, MI",48162
pass,OATfPh3Joi48YnAfOwqCG1,"Victory Lane Quick Oil Change (Monroe, S. Telegraph Road) - Monroe",NA,20,NA,NA,20,NA,NA,NA,NA,0,41.9179669,41.9179669,-83.4176782,-83.4176782,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,8603,50307.5480673574,51236.821195192,MI,Monroe,626 S Telegraph Rd,"Monroe city, MI",48161
pass,FW5J3R-S0x4B2-pqj_0iQb,Victory Lane Quick Oil Change (Plymouth) - Plymouth,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.3584343,42.3584343,-83.4711074,-83.4711074,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,10790,200212.116185566,202503.356089218,MI,Plymouth,903 Ann Arbor Rd,"Plymouth city, MI",48170
pass,OjyhnRD-nj4yQ73l5dFNv7,Victory Lane Quick Oil Change (Saline) - Saline,NA,20,NA,NA,20,NA,NA,NA,NA,0,42.1649472,42.1649472,-83.7846084,-83.7846084,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,1607,34406.963649405,37242.0394136324,MI,Saline,211 W Michigan Ave,"Saline city, MI",48176
pass,bStuXlmNvb4Vu_vjlbTM1b,Victory Lane Quick Oil Change (Temperance) - Temperance,NA,20,NA,NA,20,NA,NA,NA,NA,0,41.7465739,41.7465739,-83.5671983,-83.5671983,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,4197,127691.821736758,126700.747182474,MI,Temperance,7166 Lewis Ave,"Temperance CDP, MI",48182
pass,tw3SwC3J8f4xqyLs0DtZSd,Victory Lane Quick Oil Change (Zebulon) - Zebulon,NA,20,NA,NA,20,NA,NA,NA,NA,0,35.8333956,35.8333956,-78.3180311,-78.3180311,NA,NA,Victory Lane Quick OC - Michigan,3aFRA6nk2U4rqQXjv0ruI9,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,4878,32600.7840601798,39795.2535733368,NC,Zebulon,131 Wakelon St,"Zebulon town, NC",27597
pass,DF_9uGJbKT4Ge8kotjmSo9,Speedy Lube - Moreno Valley - Sunnymead,OC,21,NA,NA,21,NA,NA,NA,NA,0,33.9388547,33.9388547,-117.2432052,-117.2432052,NA,OC,Speedy Lube - Inland Empire,7dIhRzXl_f4nEt1JSMl8l7,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,5235,232538.240904733,242761.408160648,CA,Moreno Valley,24035 Sunnymead Blvd,"Moreno Valley city, CA",92553
pass,Zg0bou0uVm44IHTMJZMZ_4,Speedy Lube - Perris - Cajalco Expy,OC,11,NA,NA,11,NA,NA,NA,NA,0,33.8400409,33.8400409,-117.2558415,-117.2558415,NA,OC,Speedy Lube - Inland Empire,7dIhRzXl_f4nEt1JSMl8l7,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,10031,165571.126638151,173712.588772336,CA,Perris,23261 Cajalco Expy,"Perris city, CA",92571
acquire,KDHnD6NB9L4VUmzGr6P8Je,"Quicklube -Danville, IL - Danville - 216 S Gilbert",OC,27,NA,NA,27,0,0,0,0,0,#N/A,40.116508,#N/A,-87.635901,NA,OC,Oil Changers 940-7947 (QuickLube & QuickWash - Danville),GXtxUNkPx94ruiBnqVJQ-e,NA,Sitewise_Batch_03,20 Closed,NA,NA,NA,9039,38595.8694604235,37487.8436239875,IL,Danville,216 S Gilbert St,"Danville city, IL",61832
acquire,fJ94sE5VJl4pqbs0UwXSRb,"Quicklube -Danville, IL - Danville - 2710 N Vermillion",OC,23,NA,NA,23,0,0,0,0,0,#N/A,40.1681186,#N/A,-87.6309968,NA,OC,Oil Changers 940-7947 (QuickLube & QuickWash - Danville),GXtxUNkPx94ruiBnqVJQ-e,NA,Sitewise_Batch_03,20 Closed,NA,NA,NA,8955,34985.869474755,34021.4455749409,IL,Danville,2710 N Vermilion St,"Danville city, IL",61832
acquire,er5KW9yIZH4DuaAkyiyFv3,Qwik Lube 'n Oil - St Joseph,OC,30,3,NA,30,0,0,0,0,0,39.7811991,39.7811991,-94.8016518,-94.8016518,NA,OC,Oil Changers 983 (Qwik Lube 'n Oil - St Joseph),noQeJ1I-kJ4r2gykWAAkJf,NA,Sitewise_Batch_03,19 Post Close,NA,NA,NA,788,71784.442092289,71004.2047446082,MO,St Joseph,3717 Sherman Ave,"St Joseph plc, MO",64506
acquire,fnxsNb8U784rq3o5HwgnW0,Rantoul Express Lube - Rantoul,OC+W,33,NA,NA,33,0,0,0,0,0,#N/A,40.3065982,#N/A,-88.1561854,NA,OC + IBA/SS,Oil Changers 940-7947 (QuickLube & QuickWash - Danville),GXtxUNkPx94ruiBnqVJQ-e,NA,Sitewise_Batch_03,20 Closed,NA,NA,NA,3502,14388.6332817824,14494.9244007674,IL,Rantoul,336 S Century Blvd,"Rantoul village, IL",61866
acquire,ACNXt_Ofty4giJKBjdYBU5,Spokane QL - Spokane - 30th,OC,12,NA,NA,12,0,0,0,0,0,#N/A,47.6275892,#N/A,-117.3693538,NA,OC,Oil Changers 899-903 (Spokane QL - Spokane),S80BWke7we4d2ttEySJkM4,NA,Sitewise_Batch_03,20 Closed,NA,NA,NA,3206,173760.619409698,175104.244660649,WA,Spokane,2815 E 30th Ave,Spokane WA,99223
pass,C0v6UnRDvh4vEbSFLpeAFb,Mobil 1 Lube express - Corona,OC+W,22,3,NA,22,NA,NA,NA,NA,0,33.8445654,33.8445654,-117.538124,-117.538124,NA,OC & WS,Mobil 1 Lube Express - Corona,qtpulmwm7t4eyPSW5d6qCd,NA,Sitewise_Batch_03,04 Qualified Opportunity,NA,NA,NA,3352,195876.379159406,202613.904181295,CA,Corona,2315 California Ave,"Corona city, CA",92881
acquire,gVWM2lzW6f4mAGOGqdVPk9,Spokane QL - Spokane - W Northwest,OC,20,NA,NA,20,0,0,0,0,0,#N/A,47.6782784,#N/A,-117.4346614,NA,OC,Oil Changers 899-903 (Spokane QL - Spokane),S80BWke7we4d2ttEySJkM4,NA,Sitewise_Batch_03,20 Closed,NA,NA,NA,7969,223963.613295775,224471.668523228,WA,Spokane,1505 W Northwest Blvd,Spokane WA,99223
acquire,Nb9xaPRKh-4liFbyw72YK4,Spokane QL - Valley,OC,13,NA,NA,13,0,0,0,0,0,#N/A,47.6567999,#N/A,-117.2066287,NA,OC,Oil Changers 899-903 (Spokane QL - Spokane),S80BWke7we4d2ttEySJkM4,NA,Sitewise_Batch_03,20 Closed,NA,NA,NA,1456,128125.738954741,137609.648542657,WA,Spokane Valley,14704 E Sprague Ave,Spokane Valley WA,99216
acquire,b2gBGcwTxu4EYQ2JBIPY41,Valvoline Express Care - Payson's Oil-N-Go - Emissions Testing - Payson,OC,25,NA,NA,25,0,0,0,0,0,#N/A,40.0417735,#N/A,-111.7340846,NA,OC,Oil Changers 938-939 (Valvoline EC - Spanish Fork),eeCo5qK2up45y9d-Y2puK8,15000,Sitewise_Batch_03,20 Closed,NA,NA,NA,6172,51560.0463895769,57012.4970483701,UT,Payson,170 S 100 W,"Payson city, UT",84651
acquire,s0jS4bfLeH4uELafDoKE3f,Valvoline Express Care - Spanish Fork Oil-N-Go - Emissions Testing - Spanish Fork,OC,31,NA,NA,31,0,0,0,0,0,#N/A,40.099178,#N/A,-111.6557989,NA,OC,Oil Changers 938-939 (Valvoline EC - Spanish Fork),eeCo5qK2up45y9d-Y2puK8,32900,Sitewise_Batch_03,20 Closed,NA,NA,NA,14840,89726.3312205693,97252.6738585874,UT,Spanish Fork,828 S Main St,"Spanish Fork city, UT",84660
